GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013106100,54.55100968019209,0.28808787183527423,-0.0975271449784364,-1.060338726965658,0
04013106200,52.871938795061915,0.35494297642266354,-0.13158301442341738,-1.9268430468303233,1
04013106600,52.799824270255314,0.34101429443878944,-0.12800098847672337,-1.9640585973012987,1
04013106900,58.55071627302892,0.17265806623940244,-0.017705851477504725,1.0037570009616397,0
04013107300,57.765865690709184,0.17593655975708863,-0.024472900236984115,0.5987256076767612,0
04013107500,53.73447326793075,0.2882512934201676,-0.10591358556755352,-1.481721966242295,0
04013107700,54.08824608592619,0.2851982825229313,-0.09556626349086496,-1.2991533339358785,0
04013108400,55.832389932797874,0.2353703406970169,-0.06692334372645069,-0.3990673452121056,0
04013109200,58.204818497444094,0.09894335054731088,0.012223177321249709,0.8252523771067676,0
04013109300,58.852849363786255,0.13211767444977618,-0.0017827340263266787,1.1596763433990491,0
04013110400,57.10825867010236,0.20188536918789596,-0.030566371390020747,0.2593597541112818,0
04013111000,55.80192259772097,0.28049809660940955,-0.08816236168588175,-0.4147903725677118,0
04013111300,56.01841670115022,0.24636575496378857,-0.06796847757652559,-0.303066038885317,0
04013111700,57.607352570077815,0.19377957718788283,-0.02699245024272861,0.5169230435332816,0
04013111800,55.39114324616786,0.215425419812462,-0.05789922209359601,-0.626777898397737,0
04013112100,57.58209231556932,0.10542198523145217,0.005490682096086502,0.5038871914758531,0
04013112700,58.04401970755931,0.14922278896953584,-0.005463669574815255,0.7422702664060772,0
04013112900,57.68420295610947,0.1432443049608983,-0.010326334455031127,0.5565825910064882,0
04013113000,55.86314516395847,0.188895806264802,-0.042412071780303866,-0.38319574568935644,0
